0
"They say it takes a lot to keep a love alive:
In every heart there pumps a different beat

But if we shift the rhythm into overdrive,
We could generate a lot of heat....

CHORUS
On 52nd Street
On 52nd Street

We're gonna throw a little soul parade,
Before they know the second bar was played

We're gonna slip it to 'em short and sweet

CHORUS


"
"It's been a hard day's night, and I been working like a dog
It's been a hard day's night, I should be sleeping like a log
But when I get home to you I find the things that you do
Will make me feel alright

You know I work all day to get you money to buy you things
And it's worth it just to hear you say you're going to give me everything
So why on earth should I moan, 'cause when I get you alone
You know I feel OK

When I'm home everything seems to be right
When I'm home feeling you holding me tight, tight

It's been a hard day's night, and I been working like a dog
It's been a hard day's night, I should be sleeping like a log
But when I get home to you I find the things that you do
Will make me feel alright, ow

So why on earth should I moan, 'cause when I get you alone
You know I feel OK

When I'm home everything seems to be right
When I'm home feeling you holding me tight, tight

It's been a hard day's night, and I been working like a dog
It's been a hard day's night, I should be sleeping like a log
But when I get home to you I find the things that you do
Will make me feel alright
You know I feel alright
You know I feel alright"
"One, two, one, two, three, four

Some love is just a lie of the heart
The cold remains of what began with a passionate start
And they may not want it to end
But it will it's just a question of when
I've lived long enough to have learned
The closer you get to the fire the more you get burned
But that won't happen to us
Cause it's always been a matter of trust

I know you're an emotional girl
It took a lot for you to not lose your faith in this world
I can't offer you proof
But you're going to face a moment of truth
It's hard when you're always afraid
You just recover when another belief is betrayed
So break my heart if you must
It's a matter of trust

You can't go the distance
With too much resistance
I know you have doubts
But for god's sake don't shut me out

This time you've got nothing to lose
You can take it, you can leave it, whatever you choose
I won't hold back anything
And I'll walk away a fool or a king
Some love is just a lie of the mind
It's make believe until its only a matter of time
And some might have learned to adjust
But then it never was a matter of trust

I'm sure you're aware love
We've both had our share of believing too long
When the whole situation was wrong

Some love is just a lie of the soul
A constant battle for the ultimate state of control
After you've heard lie upon lie
There can hardly be a question of why
Some love is just a lie of the heart
The cold remains of what began with a passionate start

But that can't happen to us
Cause it's always been a matter of trust
It's a matter of trust
It's always been a matter of trust
It's a matter of trust
Cause it's always been a matter of trust"
"Some days I have to give right in to the blues
Despite how I try to keep fightin'
It's a sure shot I'm going to lose
And I'll tell you why
You think I'm crazy
It's such a sad composition
But can you blame me
For what's been causing my bad disposition?
Ain't nothing new with my blue situation
And nothing's fine, it's just a minor variation

When troubles want to find me, I ain't hard to find
They know where I am
Like a hungry pack of wolves when it's feeding time
They tear up a man
And it's a strange thing
""Cause now it don't really matter
More of the same thing
Don't even hurt it's been part of the pattern
But still in all it's a small consulation
I just define it as a minor variation

Ain't now way to fight 'em darling
Ain't no way around 'em baby
Ain't now way to take 'em honey
Nowhere to hide and believe me I've tried to shake 'em

I'm getting to the point where I don't feel the pain
And I've had enough
I'm ready for the next time it hits me again
""Cause I've gotten tough
It doesn't faze me
And now I've made my decision
I may be crazy
It's not as though I don't know that condition
Until I'm through with this blue situation
Pass me the wine, it's just a minor variation

Ain't nobody's business, baby
Ain't nobody's worry darlin'
Ain't nobody's problem
No way to win when you've already been forgotten

And it's a strange thing
""Cause now it don't really matter
More of the same thing
Don't even hurt, it's a part of the pattern
Until I'm through with this blue situation
Pass me the wine, it's just a minor variation
"
"You've got diamonds and I've got spades
You've got pills
And I've got razor blades
You've got yoga honey
I've got beer
You got overpriced
And I got weird
But it's alright
We're the same even though we're alone
It's alright
Yes we all need a room of our own
You've got love darlin'
I've got sex
You've got cash, mama
And I've got checks
You've got business, baby
I've got the kids
You got crowded just the way I did
But it's alright
Cause we all need a place to call home
It's alright
Yes we all need a room of our own
I can still remember packed together
Like a can of sardines
No, no, no
Pushin', shovin'
That's when lovin'
Starts to come apart at the seams
Oh no, no, no, no
You've got the day shift
I've got nights
We go wrong at times
But we've got rights
You've got TV shows
I've got crime
But you've got your room, honey
And I've got mine
It's alright
It's the one thing that we should have known
Yes, it's alright
Yes, we all need a room of our own
And it's alright
Yes we all need a place to call home
It's alright
Yes we all need a room of our own
It's alright
It's alright
To have a room of your own
No, no, no, it's alright
Yeah it's alright mama
To have a room of our own
Sometimes you've got to get away
Got to get away
Got to get away
Got to get away to a room of our own
Got to have a room
Got to have a little elbow room of my own.


"
"You got to open your eyes in the morning
Nine o'clock comin' with out any warnin'
And you gotta get ready to go
You say you went out late last evenin'
Did a lot of drinkin'
Come home stinkin'
And you went and fell asleep on the floor
And then your lady comes and finds you asleepin'
Starts in to weepin' 'bout the hours you been keepin'
And you better get your ass out the door 

Ain't no crime
Say everybody gets that way some time
Ain't no crime
You know it's good to get it on to get a load off your mind
Oh no, it ain't no crime. Oh. 

You got to open your eyes in the morning
Nine o'clock comin' with out any warnin' 
And you gotta get ready to go
Well now you tell me you love somebody 
And you'll love 'em forever
You may love 'em forever
But you won't like 'em all of the time
Well now you tell me you need somebody for the rest of your life
You might have somebody
But you won't want 'em everyday 

Ain't no crime
Say ev'rybody gets that way some time
Ain't no crime
Well it's just human nature
Happens all the time
Oh no, it ain't no crime. Oh 

And just as surely as the wind keeps blowin'
The grass keeps growin'
You gotta keep goin'
And the Lord have mercy on your soul
La, la la la."
"She waits for me at night, she waits for me in silence 
She gives me all her tenderness and takes away my pain 
And so far she hasn't run, though I swear she's had her moments 
She still believes in miracles while others cry in vain

It's all about soul 
It's all about faith and a deeper devotion 
It's all about soul 
'Cause under the love is a stronger emotion 
She's got to be strong 
'Cause so many things getting out of control 
Should drive her away 
So why does she stay?
It's all about soul

She turns to me sometimes and asks me what I'm dreaming 
And I realize I must have gone a million miles away 
And I ask her how she knew to reach out for me that moment
And she smiles because it's understood there are no words to say

It's all about soul
It's all about knowing what someone is feeling 
The woman's got soul 
The power of love and the power of healing 
This life isn't fair 
It's gonna get dark, it's gonna get cold 
You've got to be tough, but that ain't enough 
It's all about soul

There are people who have lost every trace of human kindness 
There are many who have fallen, there are some who still survive
She comes to me at night and she tells me her desires
And she gives me all the love I need to keep my faith alive

It's all about soul 
It's all about joy that comes out of sorrow 
It's all about soul 
Who's standing now and who's standing tomorrow 
You've got to be hard 
Hard as the rock in that old rock 'n' roll 
But that's only part, you know in your heart 
It's all about soul"
"She waits for me at night, she waits for me in silence
She gives me all her tenderness and takes away my pain
And so far she hasn't run, though I swear she's had her moments
She still believes in miracles while others cry in vain

It's all about soul
It's all about faith and a deeper devotion
It's all about soul
'Cause under the love is a stronger emotion
She's got to be strong
'Cause so many things getting out of control
Should drive her away
So why does she stay?
It's all about soul

She turns to me sometimes and asks me what I'm dreaming
And I realize I must have gone a million miles away
And I ask her how she knew to reach out for me that moment
And she smiles because it's understood there are no words to say

It's all about soul
It's all about knowing what someone is feeling
The woman's got soul
The power of love and the power of healing
This life isn't fair
It's gonna get dark, it's gonna get cold
You've got to be tough, but that ain't enough
It's all about soul

There are people who have lost every trace of human kindness
There are many who have fallen, there are some who still survive
She comes to me at night and she tells me her desires
And she gives me all the love I need to keep my faith alive

It's all about soul
It's all about joy that comes out of sorrow
It's all about soul
Who's standing now and who's standing tomorrow
You've got to be hard
Hard as the rock in that old rock 'n' roll
But that's only part, you know in your heart
It's all about soul"
"She waits for me at night, she waits for me in silence 
She gives me all her tenderness and takes away my pain 
And so far she hasn't run, though I swear she's had her moments 
She still believes in miracles while others cry in vain

It's all about soul 
It's all about faith and a deeper devotion 
It's all about soul 
'Cause under the love is a stronger emotion 
She's got to be strong 
'Cause so many things getting out of control 
Should drive her away 
So why does she stay?
It's all about soul

She turns to me sometimes and asks me what I'm dreaming 
And I realize I must have gone a million miles away 
And I ask her how she knew to reach out for me that moment
And she smiles because it's understood there are no words to say

It's all about soul
It's all about knowing what someone is feeling 
The woman's got soul 
The power of love and the power of healing 
This life isn't fair 
It's gonna get dark, it's gonna get cold 
You've got to be tough, but that ain't enough 
It's all about soul

There are people who have lost every trace of human kindness 
There are many who have fallen, there are some who still survive
She comes to me at night and she tells me her desires
And she gives me all the love I need to keep my faith alive

It's all about soul 
It's all about joy that comes out of sorrow 
It's all about soul 
Who's standing now and who's standing tomorrow 
You've got to be hard 
Hard as the rock in that old rock 'n' roll 
But that's only part, you know in your heart 
It's all about soul"
"All my life, I've searched this whole world through
Try as I might, to find someone like you
The years drifted by, but it was always on my mind
I didn't know how long I'd go, until I ran out of time 

All my life, I've hurt the ones who cared
One by one, no loving heart was spared
I've been a wild and restless man, but still a man who needs a wife
That was my dream and now it seems you've taken all my life

For as long as I could my intentions were good
I assumed my affairs would be fine
But I know very well, there's a long road to hell
That's been paved with intentions like mine

All my life, I've paid for my mistakes
After a while, the strongest spirit breaks
I've had heartache and pain, it cut me deeper than a knife
But those days are done, 'cause you're the one I've wanted all my life 

And I know very well, there's a long road to hell
That's been paved with intentions like mine
All my life, my stars were surely crossed 
Now and then, I missed the love I lost
But all that changed, the day you said you'd be my wife 

Who could have known that finding you 
Would only take me all my life"
